District Name,SPED_ENR_N,TOTAL_ENR,SPED_PROP,PS_RCGT80_%,PS_RC4079_%,PS_RCL40_%,PS_SSOS_%,PS_PSS_%,PS_MUK_%,RB,RB_PROP,RI,RI_PROP,RA,RA_PROP,RF,RF_PROP,RH,RH_PROP,RD,RD_PROP,RP,RP_PROP,RT,RT_PROP,RW,RW_PROP,state,urban code,city,Cluster
san joaquin county office of education,1266.0,5205.0,0.2432276657060518,24.5,4.7,55.3,7.4,8.1,0,119,0.093996840442338,14,0.0110584518167456,137,0.108214849921011,56,0.0442338072669826,635,0.5015797788309637,31,0.0244865718799368,0,0.0,74,0.0584518167456556,193,0.1524486571879937,CA,11,ENCINITAS,3
san jose unified,3597.0,25976.0,0.1384739759778256,61.2,12.1,19.5,2.6,4.7,0,107,0.0297470113983875,0,0.0,220,0.0611620795107033,54,0.0150125104253544,2451,0.6814011676396997,0,0.0,0,0.0,173,0.0480956352515985,578,0.160689463441757,CA,11,SAN FRANCISCO,1
san juan unified,7301.0,49857.0,0.1464388150109312,64.9,12.5,13.8,3.0,5.8,0,742,0.1016299137104506,59,0.0080810847829064,328,0.0449253526914121,61,0.0083550198602931,2275,0.311601150527325,49,0.0067114093959731,38,0.0052047664703465,674,0.0923161210793042,3075,0.4211751814819888,CA,21,SAN GABRIEL,1
san leandro unified,1385.0,8741.0,0.1584486900812264,48.7,18.6,23.8,2.5,6.4,0,216,0.155956678700361,11,0.007942238267148,161,0.1162454873646209,53,0.0382671480144404,750,0.5415162454873647,30,0.0216606498194945,12,0.0086642599277978,56,0.0404332129963898,96,0.0693140794223826,CA,22,SAN JACINTO,1
san lorenzo unified,1161.0,9235.0,0.12571737953438,52.7,17.7,21.6,2.6,5.4,0,157,0.1352282515073212,0,0.0,110,0.094745908699397,53,0.0456503014642549,709,0.6106804478897502,0,0.0,17,0.0146425495262704,38,0.032730404823428,70,0.0602928509905254,CA,41,STOCKTON,1
san luis coastal unified,1274.0,7741.0,0.164578219868234,63.8,17.7,11.3,0.0,7.1,0,15,0.0117739403453689,0,0.0,22,0.0172684458398744,22,0.0172684458398744,511,0.4010989010989011,35,0.0274725274725274,0,0.0,54,0.0423861852433281,608,0.4772370486656201,CA,11,SAN JOSE,1
san marcos unified,2993.0,19456.0,0.1538342927631578,67.1,15.7,10.1,0.8,6.3,0,56,0.0187103240895422,0,0.0,94,0.0314066154360173,51,0.0170397594386902,1701,0.5683260942198463,0,0.0,0,0.0,187,0.0624791179418643,889,0.2970263949214834,CA,21,CARMICHAEL,0
san rafael city elementary,569.0,4356.0,0.1306244260789715,70.3,10.2,6.5,3.3,9.7,0,0,0.0,0,0.0,0,0.0,0,0.0,425,0.7469244288224957,0,0.0,0,0.0,12,0.0210896309314587,112,0.1968365553602812,CA,13,SAN LEANDRO,0
san ramon valley unified,3289.0,29235.0,0.1125021378484693,67.0,9.1,16.4,1.7,5.8,0,124,0.0377014290057768,0,0.0,772,0.2347217999391912,115,0.0349650349650349,506,0.1538461538461538,0,0.0,0,0.0,306,0.0930373973852234,1452,0.4414715719063545,CA,21,SAN LORENZO,0
santa ana unified,6635.0,40328.0,0.1645258877206903,49.4,21.0,21.9,1.1,6.6,0,22,0.0033157498116051,14,0.002110022607385,96,0.0144687264506405,15,0.0022607385079125,6359,0.9584024114544084,15,0.0022607385079125,0,0.0,16,0.00241145440844,91,0.013715146948003,CA,13,SAN LUIS OBISPO,1
santa clara county office of education,2020.0,10886.0,0.1855594341355869,48.1,4.2,32.0,12.6,3.2,0,66,0.0326732673267326,0,0.0,413,0.2044554455445544,62,0.0306930693069306,1153,0.5707920792079207,12,0.0059405940594059,0,0.0,39,0.0193069306930693,261,0.1292079207920792,CA,13,SAN MARCOS,3
santa clara unified,2151.0,14236.0,0.1510958134307389,56.0,15.2,18.7,1.8,8.3,0,75,0.0348675034867503,15,0.00697350069735,392,0.1822408182240818,90,0.0418410041841004,1124,0.5225476522547652,13,0.00604370060437,0,0.0,126,0.0585774058577405,309,0.1436541143654114,CA,13,SAN RAFAEL,1
santa cruz city high,627.0,4504.0,0.1392095914742451,68.6,22.5,6.9,2.1,0.0,0,12,0.0191387559808612,0,0.0,0,0.0,0,0.0,352,0.5614035087719298,0,0.0,0,0.0,30,0.0478468899521531,210,0.3349282296650718,CA,21,DANVILLE,0
santa cruz county office of education,287.0,1564.0,0.1835038363171355,55.7,2.8,34.8,1.7,4.9,0,0,0.0,0,0.0,0,0.0,0,0.0,122,0.4250871080139373,0,0.0,0,0.0,0,0.0,135,0.470383275261324,CA,11,SANTA ANA,1
santa maria joint union high,1173.0,8985.0,0.130550918196995,41.2,43.6,14.2,0.9,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1015,0.8653026427962489,0,0.0,0,0.0,0,0.0,111,0.0946291560102301,CA,11,SAN JOSE,2
saratoga union elementary,163.0,1605.0,0.1015576323987539,69.3,16.0,10.4,0.0,4.3,0,0,0.0,0,0.0,55,0.3374233128834356,0,0.0,19,0.1165644171779141,15,0.0920245398773006,0,0.0,16,0.0981595092024539,51,0.3128834355828221,CA,12,SANTA CLARA,0
sequoia union high,1453.0,9741.0,0.1491633302535674,74.4,11.4,11.4,2.8,0.0,0,53,0.0364762560220234,0,0.0,48,0.0330350997935306,0,0.0,944,0.6496902959394356,0,0.0,18,0.0123881624225739,33,0.0227116311080523,338,0.2326221610461115,CA,13,SOQUEL,0
shasta union high,605.0,5501.0,0.1099800036357026,44.6,36.0,18.2,1.2,0.0,0,28,0.0462809917355371,44,0.0727272727272727,24,0.0396694214876033,0,0.0,107,0.1768595041322314,0,0.0,0,0.0,25,0.0413223140495867,366,0.6049586776859505,CA,41,CAPITOLA,2
sierra sands unified,831.0,5122.0,0.1622413119875048,61.7,11.3,23.5,0.7,2.8,0,88,0.1058965102286401,12,0.0144404332129963,0,0.0,14,0.0168471720818291,269,0.3237063778580024,0,0.0,0,0.0,41,0.049338146811071,391,0.470517448856799,CA,13,SANTA MARIA,1
snowline joint unified,1212.0,7967.0,0.1521275260449353,46.6,26.3,24.9,1.4,0.7,0,84,0.0693069306930693,12,0.0099009900990099,0,0.0,0,0.0,727,0.5998349834983498,73,0.0602310231023102,0,0.0,34,0.028052805280528,275,0.2268976897689769,CA,21,SARATOGA,2
sonoma county office of education,265.0,327.0,0.8103975535168195,6.0,0.4,78.9,14.7,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,139,0.5245283018867924,0,0.0,0,0.0,12,0.0452830188679245,90,0.3396226415094339,CA,21,REDWOOD CITY,3
sonoma valley unified,643.0,3572.0,0.1800111982082866,75.3,2.8,5.0,6.2,10.7,0,0,0.0,0,0.0,0,0.0,0,0.0,465,0.7231726283048211,0,0.0,0,0.0,13,0.0202177293934681,148,0.2301710730948678,CA,13,REDDING,0
south san francisco unified,1325.0,7770.0,0.1705276705276705,48.3,23.0,19.8,1.4,7.5,0,26,0.0196226415094339,0,0.0,104,0.0784905660377358,206,0.1554716981132075,782,0.5901886792452831,0,0.0,23,0.0173584905660377,69,0.0520754716981132,107,0.080754716981132,CA,33,RIDGECREST,1
southern kern unified,644.0,3683.0,0.1748574531631821,49.7,24.7,23.1,0.3,2.2,0,78,0.1211180124223602,0,0.0,0,0.0,0,0.0,368,0.5714285714285714,0,0.0,0,0.0,40,0.062111801242236,138,0.2142857142857142,CA,42,PHELAN,2
stanislaus county office of education,690.0,2291.0,0.3011785246617198,22.8,3.2,33.5,33.9,6.7,0,37,0.0536231884057971,12,0.017391304347826,24,0.0347826086956521,0,0.0,393,0.5695652173913044,12,0.017391304347826,0,0.0,25,0.036231884057971,178,0.2579710144927536,CA,12,SANTA ROSA,3
stanislaus union elementary,361.0,3297.0,0.1094934789202305,62.0,26.0,6.4,2.2,3.3,0,0,0.0,0,0.0,20,0.0554016620498614,0,0.0,221,0.6121883656509696,28,0.077562326869806,0,0.0,18,0.0498614958448753,53,0.1468144044321329,CA,31,SONOMA,2
stockton unified,5572.0,38730.0,0.1438678027368964,49.4,12.9,24.9,7.0,5.7,0,675,0.1211414213926776,36,0.0064608758076094,319,0.0572505384063173,120,0.0215362526920315,3859,0.6925699928212491,14,0.0025125628140703,15,0.0026920315865039,191,0.0342785355348169,343,0.0615577889447236,CA,13,SOUTH SAN FRANCISCO,1
sutter county office of education,368.0,472.0,0.7796610169491526,9.2,6.0,74.7,0.8,9.2,0,0,0.0,0,0.0,53,0.1440217391304347,0,0.0,160,0.4347826086956521,11,0.029891304347826,0,0.0,13,0.0353260869565217,117,0.3179347826086957,CA,31,ROSAMOND,3
sweetwater union high,5454.0,36686.0,0.1486670664558687,54.8,24.4,18.4,2.3,0.1,0,234,0.0429042904290429,26,0.0047671433810047,45,0.0082508250825082,213,0.039053905390539,4053,0.7431243124312431,28,0.0051338467180051,15,0.0027502750275027,199,0.0364869820315364,641,0.1175284195086175,CA,12,MODESTO,2
sylvan union elementary,1211.0,8013.0,0.1511294147011107,58.0,8.5,21.7,0.9,10.9,0,60,0.0495458298926507,0,0.0,63,0.0520231213872832,22,0.0181668042939719,673,0.555739058629232,27,0.0222956234516928,16,0.0132122213047068,54,0.0445912469033856,286,0.236168455821635,CA,12,MODESTO,1
tehachapi unified,640.0,4219.0,0.1516947143872955,49.5,31.7,13.9,0.2,4.7,0,17,0.0265625,0,0.0,0,0.0,0,0.0,273,0.4265625,0,0.0,0,0.0,18,0.028125,317,0.4953125,CA,11,STOCKTON,2
temecula valley unified,4526.0,28094.0,0.161102014665053,56.0,20.1,17.4,1.0,5.5,0,191,0.0422006186478126,40,0.0088378258948298,133,0.0293857711003093,139,0.0307114449845338,1991,0.4399027839151568,0,0.0,0,0.0,413,0.0912505523641184,1602,0.3539549270879363,CA,13,YUBA CITY,1
temple city unified,548.0,5253.0,0.10432134018656,56.0,23.0,13.5,1.1,6.4,0,0,0.0,0,0.0,173,0.3156934306569343,0,0.0,275,0.5018248175182481,0,0.0,0,0.0,25,0.0456204379562043,55,0.1003649635036496,CA,21,CHULA VISTA,1
thermalito union elementary,185.0,1520.0,0.1217105263157894,60.5,17.3,1.1,0.0,21.1,0,0,0.0,0,0.0,40,0.2162162162162162,0,0.0,24,0.1297297297297297,0,0.0,0,0.0,15,0.081081081081081,99,0.5351351351351351,CA,12,MODESTO,1
travis unified,782.0,5430.0,0.1440147329650092,68.3,11.0,10.6,1.2,9.0,0,126,0.1611253196930946,0,0.0,20,0.0255754475703324,46,0.0588235294117647,242,0.309462915601023,13,0.0166240409207161,0,0.0,117,0.149616368286445,205,0.2621483375959079,CA,32,TEHACHAPI,1
tulare county office of education,1384.0,3523.0,0.3928470053931308,19.8,4.5,60.0,14.5,1.3,0,17,0.0122832369942196,0,0.0,19,0.0137283236994219,0,0.0,1041,0.7521676300578035,0,0.0,0,0.0,18,0.0130057803468208,263,0.190028901734104,CA,13,TEMECULA,3
tulare joint union high,552.0,5673.0,0.0973030142781597,66.8,30.4,2.5,0.2,0.0,0,14,0.0253623188405797,0,0.0,0,0.0,0,0.0,453,0.8206521739130435,0,0.0,0,0.0,0,0.0,67,0.1213768115942029,CA,21,TEMPLE CITY,2
turlock unified,2004.0,13667.0,0.1466305699860979,55.7,12.6,21.5,1.8,8.4,0,41,0.0204590818363273,12,0.0059880239520958,68,0.0339321357285429,0,0.0,1309,0.6531936127744511,23,0.0114770459081836,0,0.0,31,0.0154690618762475,508,0.2534930139720558,CA,32,OROVILLE,1
tustin unified,3041.0,21600.0,0.140787037037037,62.2,13.4,16.2,1.9,6.3,0,88,0.0289378493916474,0,0.0,306,0.1006247944755014,55,0.0180861558697796,1822,0.5991450180861558,31,0.010194015126603,0,0.0,138,0.0453798092732653,586,0.1926997698125616,CA,41,TRAVIS AFB,1
union elementary,630.0,5371.0,0.1172965928132563,65.6,15.1,9.4,0.6,9.4,0,0,0.0,0,0.0,113,0.1793650793650793,0,0.0,212,0.3365079365079365,0,0.0,0,0.0,55,0.0873015873015873,225,0.3571428571428571,CA,12,VISALIA,1
vacaville unified,1937.0,13377.0,0.1448007774538386,50.2,23.2,15.8,1.6,9.2,0,176,0.0908621579762519,0,0.0,28,0.0144553433144037,44,0.0227155394940629,852,0.439855446566856,0,0.0,0,0.0,212,0.1094475993804852,600,0.3097573567372225,CA,31,TULARE,1
val verde unified,2632.0,19361.0,0.1359433913537523,54.6,19.4,18.7,1.3,6.0,0,354,0.1344984802431611,0,0.0,30,0.0113981762917933,0,0.0,2003,0.7610182370820668,27,0.0102583586626139,0,0.0,53,0.0201367781155015,145,0.0550911854103343,CA,23,TURLOCK,1
vallejo city unified,1590.0,11799.0,0.1347571828121027,61.6,8.9,23.4,3.0,3.1,0,465,0.2924528301886792,0,0.0,21,0.0132075471698113,130,0.0817610062893081,761,0.4786163522012578,18,0.0113207547169811,0,0.0,57,0.0358490566037735,124,0.0779874213836478,CA,13,TUSTIN,1
valley center-pauma unified,670.0,3711.0,0.1805443276744812,47.6,36.0,9.9,1.6,4.9,0,0,0.0,70,0.1044776119402985,0,0.0,0,0.0,406,0.6059701492537314,0,0.0,0,0.0,37,0.0552238805970149,144,0.2149253731343283,CA,11,SAN JOSE,2
victor valley union high,1758.0,12345.0,0.1424058323207776,39.1,16.2,43.4,1.4,0.0,0,413,0.2349260523321956,0,0.0,0,0.0,0,0.0,1080,0.6143344709897611,26,0.0147895335608646,0,0.0,81,0.046075085324232,138,0.0784982935153583,CA,23,VACAVILLE,1
visalia unified,3857.0,28893.0,0.133492541446025,65.4,16.7,9.2,0.9,7.8,0,70,0.0181488203266787,25,0.0064817215452424,86,0.0222971221156339,15,0.0038890329271454,2881,0.746953590873736,108,0.0280010370754472,0,0.0,105,0.0272232304900181,563,0.1459683691988592,CA,41,PERRIS,1
vista unified,4067.0,21524.0,0.1889518676825868,64.1,15.8,10.4,2.0,7.7,0,116,0.0285222522744037,12,0.00295057782149,32,0.0078682075239734,20,0.0049176297024834,2907,0.7147774772559626,0,0.0,14,0.0034423407917383,178,0.0437669043521022,783,0.1925252028522252,CA,12,VALLEJO,1
warner unified,342.0,2528.0,0.1352848101265822,88.3,3.8,6.7,0.6,0.6,0,21,0.0614035087719298,28,0.0818713450292397,11,0.0321637426900584,0,0.0,154,0.4502923976608187,0,0.0,0,0.0,27,0.0789473684210526,88,0.2573099415204678,CA,42,VALLEY CENTER,0
washington unified,1484.0,11042.0,0.134395942763992,76.2,7.6,14.2,0.9,1.2,0,35,0.0235849056603773,0,0.0,21,0.0141509433962264,15,0.0101078167115902,257,0.1731805929919137,0,0.0,0,0.0,0,0.0,25,0.0168463611859838,CA,13,VICTORVILLE,0
west contra costa unified,4579.0,29528.0,0.1550731509076131,61.8,6.2,20.4,2.4,9.2,0,844,0.1843197204629831,16,0.0034942127101987,270,0.0589648394846036,116,0.0253330421489408,2741,0.5986023149159205,0,0.0,16,0.0034942127101987,216,0.0471718715876829,350,0.0764359030355972,CA,12,VISALIA,1
west covina unified,1999.0,14750.0,0.1355254237288135,62.0,17.5,14.9,1.8,3.8,0,190,0.0950475237618809,0,0.0,126,0.0630315157578789,40,0.0200100050025012,1402,0.7013506753376688,0,0.0,0,0.0,74,0.0370185092546273,152,0.0760380190095047,CA,21,VISTA,1
western placer unified,1647.0,10905.0,0.1510316368638239,73.5,9.0,9.9,2.1,5.5,0,39,0.02367941712204,0,0.0,33,0.0200364298724954,36,0.0218579234972677,572,0.3472981177899211,24,0.0145719489981785,11,0.0066788099574984,113,0.0686095931997571,814,0.4942319368548877,CA,43,WARNER SPRINGS,0
william s. hart union high,3407.0,22135.0,0.1539191325954371,49.1,37.8,11.3,1.8,0.0,0,171,0.0501907836806574,0,0.0,85,0.0249486351628999,97,0.0284707954211916,1793,0.5262694452597593,0,0.0,0,0.0,133,0.0390372761960669,1103,0.3237452304079836,CA,21,WEST SACRAMENTO,2
woodland joint unified,1770.0,9483.0,0.1866497943688706,72.7,6.9,10.6,0.6,9.2,0,34,0.0192090395480226,12,0.0067796610169491,49,0.027683615819209,0,0.0,1273,0.7192090395480226,23,0.0129943502824858,0,0.0,64,0.0361581920903954,298,0.1683615819209039,CA,21,RICHMOND,0
yuba city unified,1556.0,12211.0,0.1274260912292195,72.8,8.5,7.2,0.8,10.7,0,29,0.018637532133676,13,0.0083547557840616,150,0.0964010282776349,0,0.0,802,0.5154241645244216,29,0.018637532133676,0,0.0,89,0.05719794344473,437,0.2808483290488432,CA,21,WEST COVINA,0
yucaipa-calimesa joint unified,1500.0,9519.0,0.1575795776867318,54.9,27.3,10.4,1.4,5.9,0,27,0.018,15,0.01,12,0.008,0,0.0,796,0.5306666666666666,0,0.0,0,0.0,30,0.02,610,0.4066666666666667,CA,31,LINCOLN,2
